,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Kepler,g,r,i,z,DDO51_finf,Mact
1140,1,9.35,0.03,0.44797,-1.511,3.585,4.886,10.2,0.029,0.0,18.748,18.272,17.016,16.418,16.259,19.326,20.74,19.441,18.723,18.293,20.68,0.448
1141,1,9.35,0.03,0.31604,-1.852,3.562,4.984,10.6,0.031,0.0,20.001,19.573,18.225,17.661,17.457,20.708,22.268,20.902,20.047,19.541,22.128,0.316
1142,1,9.35,0.05,0.41648,-1.587,3.578,4.904,10.6,0.031,0.0,19.338,18.877,17.579,16.999,16.829,19.968,21.431,20.121,19.339,18.872,21.349,0.416
1143,1,9.35,0.05,1.65022,1.966,3.655,2.257,12.9,0.038,0.0,12.755,12.2,11.25,10.65,10.543,12.96,13.876,12.889,12.586,12.407,13.581,1.65
1144,1,9.35,0.07,0.61476,-1.096,3.622,4.756,10.2,0.029,0.0,17.711,17.192,16.114,15.437,15.322,18.08,19.245,18.053,17.598,17.326,19.254,0.615
1145,1,9.35,0.09,0.28857,-1.938,3.554,4.999,9.3,0.023,0.0,18.914,18.504,17.125,16.567,16.347,19.665,21.275,19.889,18.987,18.457,21.102,0.289
1146,1,9.35,0.09,0.78264,-0.651,3.674,4.624,12.4,0.037,0.0,18.797,18.213,17.35,16.789,16.707,18.939,19.776,18.861,18.588,18.444,19.689,0.783
1147,1,9.35,0.11,0.21128,-2.202,3.537,5.06,10.9,0.033,0.0,21.176,20.815,19.352,18.809,18.577,22.043,23.785,22.347,21.327,20.729,23.589,0.211
1148,1,9.35,0.11,0.47835,-1.445,3.588,4.861,11.7,0.036,0.0,20.082,19.614,18.358,17.742,17.59,20.664,22.058,20.779,20.065,19.638,22.001,0.478
1149,1,9.35,0.11,0.37969,-1.689,3.57,4.931,11.8,0.036,0.0,20.794,20.358,19.018,18.447,18.26,21.485,23.004,21.675,20.831,20.331,22.888,0.38
1150,1,9.35,0.13,0.12865,-2.782,3.475,5.175,8.8,0.02,0.0,20.526,20.357,18.546,18.024,17.764,21.871,24.226,22.602,21.035,20.138,23.982,0.129
1151,1,9.35,0.13,0.8482,-0.49,3.695,4.583,11.0,0.033,0.0,16.994,16.391,15.612,15.122,15.05,17.064,17.783,16.984,16.759,16.65,17.631,0.848
1152,1,9.35,0.13,0.40095,-1.633,3.572,4.91,12.3,0.037,0.0,21.153,20.716,19.377,18.802,18.622,21.842,23.348,22.035,21.189,20.689,23.239,0.401
1153,1,9.35,0.13,1.4366,0.728,3.8,4.012,12.5,0.037,0.0,15.451,14.948,14.509,14.286,14.252,15.406,15.684,15.347,15.294,15.318,15.531,1.437
1154,1,9.35,0.13,0.40644,-1.62,3.573,4.907,12.6,0.037,0.0,21.421,20.982,19.644,19.069,18.891,22.106,23.606,22.297,21.454,20.956,23.501,0.406
1155,1,9.35,0.17,0.71102,-0.859,3.645,4.675,11.4,0.035,0.0,18.317,17.769,16.783,16.139,16.04,18.582,19.61,18.523,18.159,17.951,19.604,0.711
1156,1,9.35,0.17,0.64539,-1.031,3.627,4.731,11.8,0.036,0.0,19.148,18.631,17.562,16.883,16.771,19.51,20.655,19.479,19.035,18.771,20.662,0.645
1157,1,9.35,0.17,0.54953,-1.273,3.602,4.803,13.1,0.038,0.0,21.052,20.571,19.381,18.713,18.584,21.554,22.846,21.601,21.002,20.638,22.826,0.55
1158,1,9.35,0.19,0.43752,-1.552,3.577,4.886,11.7,0.036,0.0,20.35,19.912,18.576,17.989,17.82,21.033,22.512,21.227,20.383,19.889,22.412,0.438
1159,1,9.35,0.21,0.66593,-0.981,3.63,4.711,11.8,0.036,0.0,19.023,18.502,17.446,16.774,16.665,19.369,20.493,19.334,18.903,18.648,20.496,0.666
1160,1,9.35,0.21,1.08404,0.065,3.763,4.405,11.9,0.036,0.0,16.507,15.936,15.388,15.083,15.04,16.468,16.898,16.396,16.286,16.268,16.707,1.084
1161,1,9.35,0.21,0.50325,-1.389,3.59,4.836,12.4,0.037,0.0,20.641,20.185,18.918,18.285,18.139,21.239,22.621,21.364,20.637,20.205,22.562,0.503
1162,1,9.35,0.21,0.60926,-1.128,3.615,4.756,12.6,0.037,0.0,20.19,19.694,18.561,17.883,17.763,20.625,21.842,20.634,20.111,19.796,21.836,0.609
1163,1,9.35,0.25,0.34144,-1.804,3.56,4.96,9.8,0.027,0.0,19.081,18.667,17.293,16.727,16.52,19.823,21.402,20.047,19.149,18.623,21.245,0.341
1164,1,9.35,0.25,0.2442,-2.092,3.54,5.023,10.3,0.03,0.0,20.3,19.932,18.481,17.936,17.705,21.15,22.869,21.442,20.439,19.851,22.673,0.244
1165,1,9.35,0.25,0.58943,-1.177,3.61,4.772,10.7,0.032,0.0,18.414,17.926,16.763,16.086,15.964,18.882,20.128,18.913,18.35,18.01,20.113,0.589
1166,1,9.35,0.25,0.39734,-1.649,3.569,4.909,12.4,0.037,0.0,21.292,20.872,19.506,18.929,18.744,22.018,23.546,22.238,21.351,20.833,23.417,0.397
1167,1,9.35,0.25,1.4234,0.685,3.797,4.038,12.8,0.037,0.0,15.857,15.337,14.893,14.668,14.633,15.802,16.101,15.739,15.683,15.706,15.941,1.423
1168,1,9.35,0.29,1.12289,0.152,3.771,4.367,12.7,0.037,0.0,17.089,16.523,16.004,15.723,15.682,17.04,17.442,16.968,16.871,16.865,17.257,1.123
1169,1,9.35,0.33,0.5299,-1.323,3.596,4.816,12.9,0.038,0.0,20.977,20.525,19.269,18.606,18.471,21.561,22.899,21.669,20.971,20.555,22.849,0.53
1170,1,9.35,0.35,0.6308,-1.072,3.621,4.739,12.7,0.037,0.0,20.15,19.652,18.532,17.851,17.735,20.57,21.761,20.57,20.066,19.763,21.757,0.631
1171,1,9.35,0.45,0.53047,-1.321,3.596,4.816,11.8,0.036,0.0,19.873,19.435,18.155,17.484,17.35,20.486,21.827,20.616,19.885,19.453,21.767,0.53
1172,1,9.37,-0.45,0.22499,-2.056,3.574,5.087,11.4,0.035,0.0,21.309,20.812,19.592,19.035,18.846,21.843,23.326,21.904,21.25,20.858,23.248,0.225
1173,1,9.37,-0.37,0.404,-1.549,3.598,4.931,11.9,0.036,0.0,20.544,20.014,18.892,18.289,18.139,20.963,22.262,20.967,20.432,20.112,22.24,0.404
1174,1,9.37,-0.35,0.27752,-1.903,3.577,5.038,10.3,0.03,0.0,19.827,19.327,18.107,17.545,17.362,20.358,21.814,20.426,19.767,19.37,21.744,0.278
1175,1,9.37,-0.35,0.58236,-1.082,3.636,4.776,13.3,0.038,0.0,20.776,20.236,19.239,18.593,18.483,21.062,22.103,21.009,20.629,20.408,22.083,0.582
1176,1,9.37,-0.33,0.13954,-2.634,3.504,5.179,9.9,0.027,0.0,21.256,20.978,19.379,18.824,18.583,22.313,24.391,22.753,21.53,20.842,24.207,0.14
1177,1,9.37,-0.33,0.46509,-1.404,3.607,4.884,11.8,0.036,0.0,20.081,19.55,18.457,17.832,17.694,20.47,21.707,20.457,19.962,19.666,21.692,0.465
1178,1,9.37,-0.27,0.34449,-1.736,3.584,4.991,7.1,0.011,0.0,16.211,15.694,14.5,13.925,13.756,16.704,18.106,16.764,16.129,15.749,18.053,0.344
1179,1,9.37,-0.25,0.35978,-1.697,3.585,4.976,11.9,0.036,0.0,20.913,20.413,19.211,18.63,18.462,21.427,22.83,21.488,20.849,20.465,22.777,0.36
1180,1,9.37,-0.23,0.98564,-0.042,3.768,4.492,12.2,0.037,0.0,17.075,16.545,16.004,15.695,15.655,17.064,17.445,17.003,16.896,16.876,17.265,0.986
1181,1,9.37,-0.23,0.50622,-1.317,3.611,4.848,12.9,0.038,0.0,20.962,20.438,19.345,18.703,18.572,21.352,22.573,21.338,20.849,20.557,22.563,0.506
1182,1,9.37,-0.23,0.47467,-1.399,3.604,4.874,13.2,0.038,0.0,21.466,20.945,19.828,19.197,19.059,21.882,23.146,21.881,21.362,21.048,23.134,0.475
1183,1,9.37,-0.23,1.06585,0.148,3.791,4.428,13.8,0.038,0.0,18.199,17.713,17.238,16.978,16.946,18.188,18.487,18.133,18.06,18.067,18.333,1.066
1184,1,9.37,-0.21,0.69959,-0.791,3.665,4.678,11.0,0.033,0.0,17.748,17.18,16.284,15.691,15.603,17.926,18.789,17.856,17.56,17.398,18.72,0.7
1185,1,9.37,-0.21,0.90798,-0.229,3.744,4.548,11.7,0.036,0.0,17.044,16.477,15.864,15.5,15.451,17.043,17.516,16.976,16.832,16.785,17.317,0.908
1186,1,9.37,-0.21,0.33554,-1.769,3.579,4.993,12.0,0.036,0.0,21.193,20.705,19.469,18.897,18.72,21.748,23.195,21.835,21.15,20.737,23.126,0.336
1187,1,9.37,-0.21,0.45393,-1.455,3.598,4.889,13.1,0.038,0.0,21.508,20.992,19.85,19.228,19.085,21.952,23.254,21.967,21.415,21.08,23.236,0.454
1188,1,9.37,-0.19,0.35205,-1.73,3.58,4.981,10.0,0.028,0.0,19.094,18.601,17.37,16.796,16.623,19.639,21.073,19.725,19.045,18.635,21.009,0.352
1189,1,9.37,-0.19,0.58336,-1.12,3.627,4.779,11.8,0.036,0.0,19.371,18.84,17.804,17.14,17.025,19.699,20.814,19.655,19.239,18.995,20.812,0.583
1190,1,9.37,-0.17,0.23784,-2.062,3.559,5.057,9.9,0.027,0.0,19.825,19.391,18.059,17.501,17.288,20.511,22.097,20.679,19.857,19.373,21.952,0.238
1191,1,9.37,-0.17,0.66893,-0.89,3.652,4.707,13.0,0.038,0.0,19.995,19.443,18.495,17.864,17.769,20.225,21.175,20.158,19.828,19.642,21.149,0.669
1192,1,9.37,-0.15,0.6246,-1.019,3.637,4.746,11.5,0.035,0.0,18.818,18.28,17.276,16.621,16.514,19.109,20.162,19.056,18.673,18.452,20.156,0.625
1193,1,9.37,-0.15,1.07461,0.125,3.784,4.425,12.0,0.036,0.0,16.457,15.949,15.455,15.182,15.147,16.438,16.766,16.379,16.297,16.297,16.601,1.075
1194,1,9.37,-0.15,0.3839,-1.645,3.583,4.944,12.1,0.037,0.0,20.983,20.496,19.264,18.682,18.513,21.534,22.957,21.621,20.94,20.53,22.896,0.384
1195,1,9.37,-0.13,0.49293,-1.372,3.602,4.858,11.3,0.034,0.0,19.501,18.986,17.852,17.213,17.078,19.935,21.212,19.943,19.407,19.081,21.203,0.493
1196,1,9.37,-0.13,0.55984,-1.196,3.618,4.799,12.5,0.037,0.0,20.26,19.739,18.662,18.0,17.878,20.632,21.812,20.606,20.146,19.87,21.812,0.56
1197,1,9.37,-0.11,0.28812,-1.912,3.565,5.015,10.6,0.031,0.0,20.151,19.704,18.39,17.828,17.627,20.811,22.352,20.968,20.169,19.693,22.23,0.288
1198,1,9.37,-0.11,0.69443,-0.839,3.655,4.686,12.6,0.037,0.0,19.466,18.91,17.975,17.353,17.26,19.683,20.616,19.614,19.293,19.114,20.581,0.694
1199,1,9.37,-0.09,0.24417,-2.052,3.555,5.045,11.3,0.034,0.0,21.199,20.784,19.424,18.866,18.647,21.928,23.537,22.125,21.26,20.75,23.375,0.244
1200,1,9.37,-0.09,0.56757,-1.186,3.618,4.794,11.8,0.036,0.0,19.535,19.015,17.934,17.27,17.149,19.911,21.096,19.888,19.423,19.145,21.098,0.568
1201,1,9.37,-0.07,0.87294,-0.366,3.721,4.576,11.1,0.034,0.0,16.785,16.192,15.505,15.085,15.026,16.804,17.38,16.731,16.553,16.479,17.181,0.873
1202,1,9.37,-0.07,0.41394,-1.579,3.583,4.914,12.3,0.037,0.0,21.018,20.538,19.293,18.704,18.539,21.586,23.009,21.687,20.987,20.565,22.948,0.414
1203,1,9.37,-0.05,0.41333,-1.584,3.582,4.913,10.1,0.028,0.0,18.831,18.349,17.097,16.511,16.345,19.404,20.833,19.514,18.8,18.371,20.77,0.413
1204,1,9.37,-0.05,1.5567,1.413,3.678,2.874,13.7,0.038,0.0,14.938,14.357,13.504,12.965,12.879,15.062,15.839,14.989,14.733,14.594,15.566,1.557
1205,1,9.37,-0.03,0.49584,-1.386,3.597,4.854,10.4,0.03,0.0,18.635,18.131,16.96,16.324,16.186,19.109,20.425,19.145,18.56,18.204,20.409,0.496
1206,1,9.37,-0.03,0.26014,-2.01,3.555,5.029,11.1,0.034,0.0,20.894,20.484,19.113,18.555,18.336,21.637,23.246,21.848,20.963,20.442,23.08,0.26
1207,1,9.37,-0.03,0.95598,-0.169,3.744,4.51,11.3,0.034,0.0,16.493,15.916,15.305,14.944,14.895,16.482,16.966,16.412,16.271,16.226,16.766,0.956
1208,1,9.37,-0.03,1.15724,0.289,3.794,4.333,12.3,0.037,0.0,16.348,15.85,15.387,15.14,15.107,16.319,16.616,16.262,16.196,16.209,16.46,1.157
1209,1,9.37,-0.01,0.21571,-2.172,3.544,5.067,9.7,0.026,0.0,19.901,19.516,18.094,17.546,17.316,20.712,22.399,20.976,20.013,19.449,22.209,0.216
1210,1,9.37,-0.01,0.25448,-2.03,3.553,5.031,10.1,0.028,0.0,19.945,19.539,18.158,17.602,17.379,20.702,22.324,20.925,20.022,19.491,22.148,0.254
1211,1,9.37,-0.01,0.57407,-1.189,3.615,4.79,10.7,0.032,0.0,18.443,17.927,16.829,16.161,16.04,18.837,20.044,18.823,18.339,18.047,20.049,0.574
1212,1,9.37,0.01,0.66664,-0.949,3.638,4.711,10.5,0.031,0.0,17.642,17.102,16.098,15.439,15.336,17.929,18.983,17.874,17.496,17.276,18.986,0.667
1213,1,9.37,0.01,0.62831,-1.051,3.628,4.744,12.2,0.037,0.0,19.597,19.074,18.025,17.349,17.238,19.938,21.065,19.895,19.475,19.225,21.075,0.628
1214,1,9.37,0.03,0.28733,-1.932,3.557,5.002,11.0,0.033,0.0,20.601,20.189,18.819,18.259,18.044,21.341,22.936,21.553,20.668,20.146,22.774,0.287
1215,1,9.37,0.03,0.57135,-1.202,3.612,4.791,12.3,0.037,0.0,20.074,19.567,18.45,17.782,17.659,20.491,21.717,20.487,19.982,19.677,21.718,0.571
1216,1,9.37,0.05,0.25376,-2.038,3.549,5.024,11.1,0.034,0.0,20.964,20.572,19.172,18.617,18.388,21.749,23.396,21.989,21.06,20.514,23.206,0.254
1217,1,9.37,0.07,0.26823,-1.996,3.551,5.014,11.1,0.034,0.0,20.861,20.465,19.072,18.515,18.289,21.637,23.271,21.87,20.951,20.41,23.085,0.268
1218,1,9.37,0.07,0.7391,-0.761,3.66,4.653,12.6,0.037,0.0,19.272,18.707,17.786,17.18,17.09,19.472,20.395,19.4,19.089,18.917,20.353,0.739
1219,1,9.37,0.07,0.64923,-1.005,3.631,4.727,13.6,0.038,0.0,20.882,20.356,19.316,18.645,18.537,21.212,22.32,21.169,20.756,20.512,22.327,0.649
1220,1,9.37,0.09,0.38557,-1.67,3.571,4.926,10.3,0.03,0.0,19.246,18.801,17.471,16.9,16.717,19.921,21.427,20.104,19.272,18.779,21.319,0.386
1221,1,9.37,0.09,0.48163,-1.435,3.59,4.86,11.7,0.036,0.0,20.056,19.584,18.34,17.721,17.571,20.623,22.006,20.725,20.031,19.615,21.955,0.482
1222,1,9.37,0.11,0.30145,-1.901,3.556,4.988,6.5,0.009,0.0,16.024,15.601,14.231,13.674,13.458,16.755,18.349,16.975,16.082,15.558,18.184,0.301
1223,1,9.37,0.11,0.41192,-1.605,3.575,4.904,12.6,0.037,0.0,21.381,20.937,19.608,19.032,18.858,22.054,23.543,22.237,21.407,20.916,23.446,0.412
1224,1,9.37,0.11,1.19673,0.337,3.79,4.286,12.8,0.037,0.0,16.727,16.21,15.741,15.493,15.459,16.687,17.004,16.626,16.556,16.569,16.842,1.197
1225,1,9.37,0.11,0.53117,-1.312,3.6,4.82,13.0,0.038,0.0,21.051,20.565,19.378,18.718,18.586,21.548,22.851,21.592,20.995,20.632,22.833,0.531
1226,1,9.37,0.13,0.4407,-1.538,3.58,4.886,12.3,0.037,0.0,20.915,20.465,19.157,18.567,18.401,21.563,23.02,21.727,20.93,20.458,22.934,0.441
1227,1,9.37,0.13,1.6303,1.778,3.664,2.475,13.6,0.038,0.0,13.924,13.351,12.44,11.875,11.774,14.092,14.969,14.017,13.733,13.57,14.682,1.63
1228,1,9.37,0.15,0.17129,-2.45,3.509,5.104,9.1,0.022,0.0,19.994,19.708,18.1,17.575,17.332,21.056,23.035,21.521,20.283,19.561,22.82,0.171
1229,1,9.37,0.15,0.56104,-1.242,3.605,4.796,11.6,0.035,0.0,19.475,18.985,17.817,17.148,17.022,19.951,21.22,19.983,19.412,19.065,21.207,0.561
1230,1,9.37,0.15,1.25709,0.438,3.794,4.223,13.4,0.038,0.0,17.074,16.561,16.106,15.87,15.836,17.03,17.334,16.969,16.907,16.925,17.175,1.257
1231,1,9.37,0.17,0.22215,-2.169,3.537,5.046,10.5,0.031,0.0,20.693,20.333,18.866,18.324,18.092,21.564,23.309,21.872,20.846,20.245,23.112,0.222
1232,1,9.37,0.17,1.00929,-0.097,3.746,4.469,13.7,0.038,0.0,18.712,18.124,17.523,17.176,17.127,18.69,19.184,18.615,18.478,18.439,18.982,1.009
1233,1,9.37,0.19,0.25204,-2.063,3.542,5.016,11.0,0.033,0.0,20.929,20.557,19.116,18.568,18.337,21.768,23.472,22.05,21.061,20.481,23.277,0.252
1234,1,9.37,0.19,1.34332,0.569,3.795,4.125,13.3,0.038,0.0,16.648,16.133,15.683,15.452,15.417,16.6,16.901,16.539,16.479,16.499,16.742,1.343
1235,1,9.37,0.21,0.58565,-1.186,3.609,4.774,11.8,0.036,0.0,19.535,19.048,17.886,17.211,17.087,20.004,21.255,20.033,19.472,19.133,21.241,0.586
1236,1,9.37,0.23,0.80662,-0.611,3.677,4.609,12.7,0.037,0.0,18.997,18.404,17.552,17.008,16.925,19.127,19.965,19.046,18.779,18.64,19.873,0.807
1237,1,9.37,0.27,0.77339,-0.696,3.665,4.631,13.8,0.038,0.0,20.311,19.732,18.831,18.251,18.163,20.488,21.4,20.412,20.111,19.949,21.345,0.773
1238,1,9.37,0.35,0.57791,-1.205,3.607,4.78,11.0,0.033,0.0,18.782,18.309,17.114,16.434,16.31,19.29,20.555,19.345,18.739,18.376,20.53,0.578
1239,1,9.37,0.39,0.3089,-1.893,3.553,4.98,10.7,0.032,0.0,20.203,19.806,18.413,17.852,17.631,20.977,22.598,21.214,20.292,19.752,22.417,0.309
1240,1,9.37,0.41,0.51462,-1.36,3.593,4.827,12.5,0.037,0.0,20.67,20.234,18.941,18.286,18.146,21.301,22.67,21.449,20.69,20.243,22.602,0.515
1241,1,9.39,-0.45,1.7534,-2.787,4.028,8.101,8.4,0.018,0.0,20.138,20.57,20.612,20.664,20.667,20.656,20.417,20.681,20.915,21.124,20.455,0.655
1242,1,9.39,-0.45,0.69842,-0.711,3.684,4.674,13.3,0.038,0.0,19.847,19.274,18.45,17.915,17.837,19.967,20.696,19.899,19.647,19.514,20.553,0.698
1243,1,9.39,-0.43,0.39967,-1.545,3.602,4.938,11.1,0.034,0.0,19.733,19.194,18.097,17.493,17.346,20.123,21.388,20.112,19.606,19.305,21.37,0.4
1244,1,9.39,-0.43,1.11915,0.384,3.821,4.335,12.1,0.037,0.0,15.911,15.509,15.113,14.911,14.886,15.927,16.116,15.883,15.853,15.89,16.001,1.119
1245,1,9.39,-0.39,0.34109,-1.722,3.59,5.0,10.8,0.032,0.0,19.875,19.351,18.201,17.62,17.455,20.326,21.682,20.349,19.776,19.432,21.643,0.341
1246,1,9.39,-0.37,0.34975,-1.706,3.59,4.994,11.4,0.035,0.0,20.435,19.914,18.759,18.176,18.012,20.893,22.252,20.919,20.34,19.992,22.212,0.35
1247,1,9.39,-0.37,1.45073,1.612,3.683,2.667,11.7,0.036,0.0,12.441,11.866,11.036,10.504,10.426,12.555,13.276,12.489,12.24,12.107,12.992,1.451
1248,1,9.39,-0.35,0.17887,-2.329,3.54,5.127,9.4,0.024,0.0,19.991,19.597,18.204,17.648,17.416,20.763,22.495,20.974,20.076,19.555,22.322,0.179
1249,1,9.39,-0.33,1.48888,1.773,3.691,2.548,11.6,0.035,0.0,11.936,11.354,10.554,10.051,9.976,12.025,12.715,11.957,11.725,11.604,12.429,1.489
1250,1,9.39,-0.33,0.28706,-1.877,3.578,5.029,12.0,0.036,0.0,21.463,20.968,19.746,19.181,18.999,22.001,23.455,22.07,21.408,21.01,23.385,0.287
1251,1,9.39,-0.31,0.58525,-1.084,3.635,4.774,11.9,0.036,0.0,19.38,18.841,17.838,17.189,17.077,19.673,20.728,19.622,19.235,19.011,20.712,0.585
1252,1,9.39,-0.29,0.27429,-1.922,3.573,5.036,11.3,0.034,0.0,20.876,20.394,19.144,18.582,18.394,21.449,22.937,21.542,20.841,20.42,22.852,0.274
1253,1,9.39,-0.27,0.62215,-0.992,3.643,4.744,11.4,0.035,0.0,18.65,18.104,17.129,16.488,16.385,18.91,19.907,18.85,18.494,18.289,19.886,0.622
1254,1,9.39,-0.25,0.41774,-1.537,3.594,4.917,9.8,0.027,0.0,18.413,17.893,16.737,16.134,15.982,18.868,20.201,18.898,18.32,17.972,20.171,0.418
1255,1,9.39,-0.25,0.23408,-2.063,3.562,5.065,10.6,0.031,0.0,20.526,20.077,18.774,18.215,18.008,21.174,22.736,21.313,20.536,20.076,22.609,0.234
1256,1,9.39,-0.23,0.41059,-1.558,3.591,4.921,11.4,0.035,0.0,20.066,19.557,18.382,17.783,17.627,20.547,21.902,20.588,19.988,19.625,21.865,0.411
1257,1,9.39,-0.23,1.28387,0.634,3.828,4.169,11.5,0.035,0.0,14.684,14.278,13.906,13.725,13.699,14.68,14.851,14.635,14.621,14.669,14.74,1.284
1258,1,9.39,-0.23,0.4749,-1.398,3.604,4.873,12.3,0.037,0.0,20.564,20.042,18.925,18.294,18.157,20.979,22.242,20.978,20.459,20.145,22.23,0.475
1259,1,9.39,-0.23,0.51507,-1.292,3.613,4.839,12.4,0.037,0.0,20.4,19.875,18.79,18.145,18.016,20.782,21.988,20.763,20.285,19.999,21.98,0.515
1260,1,9.39,-0.21,1.3929,0.811,3.812,3.964,11.0,0.033,0.0,13.743,13.295,12.881,12.671,12.642,13.726,13.944,13.677,13.64,13.672,13.816,1.393
1261,1,9.39,-0.21,1.37186,0.778,3.816,4.006,11.6,0.035,0.0,14.426,13.989,13.585,13.382,13.353,14.412,14.619,14.365,14.333,14.369,14.495,1.372
1262,1,9.39,-0.21,0.30499,-1.846,3.574,5.009,11.7,0.036,0.0,21.086,20.608,19.348,18.784,18.599,21.671,23.152,21.775,21.058,20.627,23.069,0.305
1263,1,9.39,-0.19,0.42418,-1.532,3.592,4.91,8.9,0.021,0.0,17.5,16.985,15.811,15.209,15.055,17.975,19.324,18.02,17.417,17.053,19.29,0.424
1264,1,9.39,-0.19,0.94996,-0.133,3.755,4.515,9.3,0.023,0.0,14.402,13.84,13.266,12.93,12.886,14.382,14.809,14.317,14.193,14.162,14.618,0.95
1265,1,9.39,-0.19,0.26731,-1.961,3.566,5.034,11.3,0.034,0.0,20.971,20.519,19.22,18.658,18.458,21.612,23.15,21.75,20.978,20.517,23.033,0.267
1266,1,9.39,-0.17,0.25457,-2.002,3.562,5.041,10.0,0.028,0.0,19.775,19.33,18.015,17.455,17.249,20.438,21.997,20.592,19.794,19.32,21.867,0.255
1267,1,9.39,-0.17,0.27835,-1.931,3.567,5.026,11.5,0.035,0.0,21.097,20.644,19.346,18.783,18.585,21.737,23.268,21.876,21.103,20.642,23.155,0.278
1268,1,9.39,-0.17,0.59829,-1.086,3.63,4.767,12.6,0.037,0.0,20.085,19.554,18.526,17.863,17.75,20.405,21.504,20.359,19.952,19.713,21.501,0.598
1269,1,9.39,-0.15,0.26717,-1.968,3.563,5.032,11.0,0.033,0.0,20.69,20.246,18.931,18.37,18.166,21.353,22.906,21.508,20.71,20.235,22.779,0.267
1270,1,9.39,-0.15,1.04351,0.064,3.777,4.445,12.2,0.037,0.0,16.81,16.287,15.773,15.485,15.448,16.79,17.143,16.73,16.636,16.628,16.97,1.044
1271,1,9.39,-0.13,0.255,-2.008,3.56,5.038,11.1,0.034,0.0,20.889,20.458,19.124,18.564,18.353,21.58,23.156,21.751,20.926,20.437,23.015,0.255
1272,1,9.39,-0.13,0.74652,-0.68,3.678,4.649,11.7,0.036,0.0,18.17,17.589,16.743,16.191,16.111,18.3,19.089,18.226,17.963,17.825,18.98,0.747
1273,1,9.39,-0.13,0.45858,-1.458,3.595,4.883,12.4,0.037,0.0,20.814,20.31,19.138,18.519,18.372,21.294,22.626,21.332,20.74,20.381,22.6,0.459
1274,1,9.39,-0.11,0.90547,-0.267,3.735,4.55,11.6,0.035,0.0,17.038,16.458,15.818,15.433,15.38,17.042,17.557,16.972,16.816,16.759,17.355,0.905
1275,1,9.39,-0.11,0.28488,-1.922,3.564,5.017,11.8,0.036,0.0,21.374,20.933,19.614,19.052,18.85,22.043,23.589,22.201,21.398,20.919,23.464,0.285
1276,1,9.39,-0.11,0.89443,-0.294,3.732,4.558,12.9,0.038,0.0,18.406,17.825,17.173,16.779,16.725,18.415,18.945,18.345,18.183,18.122,18.742,0.894
1277,1,9.39,-0.11,1.36175,0.714,3.813,4.056,13.1,0.038,0.0,16.084,15.634,15.225,15.018,14.989,16.064,16.285,16.014,15.979,16.013,16.156,1.362
1278,1,9.39,-0.09,1.14516,0.272,3.796,4.354,10.8,0.032,0.0,14.889,14.398,13.941,13.697,13.665,14.862,15.147,14.806,14.743,14.759,14.996,1.145
1279,1,9.39,-0.09,0.4947,-1.376,3.6,4.856,11.3,0.034,0.0,19.51,18.999,17.853,17.212,17.077,19.957,21.247,19.972,19.422,19.087,21.238,0.495
1280,1,9.39,-0.09,0.33476,-1.791,3.572,4.987,11.7,0.036,0.0,20.947,20.486,19.195,18.629,18.442,21.573,23.069,21.709,20.944,20.485,22.975,0.335
1281,1,9.39,-0.09,1.004,-0.036,3.762,4.471,13.2,0.038,0.0,18.061,17.512,16.955,16.636,16.594,18.043,18.454,17.978,17.864,17.84,18.266,1.004
1282,1,9.39,-0.09,1.08551,0.143,3.782,4.406,13.8,0.038,0.0,18.213,17.698,17.201,16.927,16.892,18.19,18.525,18.13,18.046,18.045,18.358,1.086
1283,1,9.39,-0.09,0.79819,-0.553,3.695,4.619,13.9,0.038,0.0,20.052,19.462,18.68,18.181,18.11,20.133,20.833,20.058,19.831,19.719,20.674,0.798
1284,1,9.39,-0.07,1.43755,0.809,3.8,3.93,9.3,0.023,0.0,12.046,11.553,11.112,10.882,10.85,12.005,12.265,11.95,11.898,11.921,12.12,1.438
1285,1,9.39,-0.07,0.61824,-1.058,3.63,4.753,10.4,0.03,0.0,17.815,17.282,16.25,15.582,15.472,18.134,19.238,18.088,17.68,17.441,19.243,0.618
1286,1,9.39,-0.07,0.28731,-1.921,3.562,5.013,10.6,0.031,0.0,20.173,19.737,18.406,17.844,17.639,20.858,22.416,21.032,20.206,19.716,22.282,0.287
1287,1,9.39,-0.07,0.5083,-1.345,3.602,4.844,13.3,0.038,0.0,21.433,20.925,19.782,19.136,19.003,21.878,23.159,21.89,21.347,21.016,23.151,0.508
1288,1,9.39,-0.05,0.1779,-2.379,3.524,5.11,10.6,0.031,0.0,21.318,20.988,19.465,18.93,18.694,22.265,24.114,22.626,21.521,20.876,23.916,0.178
1289,1,9.39,-0.05,1.17736,0.338,3.799,4.313,12.2,0.037,0.0,16.125,15.639,15.191,14.955,14.924,16.098,16.373,16.042,15.984,16.004,16.225,1.177
1290,1,9.39,-0.05,1.0475,0.056,3.771,4.431,12.3,0.037,0.0,16.929,16.39,15.861,15.562,15.523,16.904,17.283,16.84,16.74,16.727,17.103,1.047
1291,1,9.39,-0.05,0.72964,-0.756,3.665,4.662,12.4,0.037,0.0,19.061,18.493,17.594,17.0,16.912,19.242,20.121,19.169,18.873,18.71,20.061,0.73
