,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Kepler,g,r,i,z,DDO51_finf,Mact
3225,1,9.73,-0.29,0.97285,0.061,3.779,4.425,12.3,0.037,0.0,16.918,16.41,15.898,15.611,15.575,16.909,17.248,16.851,16.759,16.751,17.08,0.973
3226,1,9.73,-0.29,1.03013,0.259,3.795,4.32,13.1,0.038,0.0,17.223,16.75,16.286,16.035,16.003,17.217,17.496,17.164,17.097,17.108,17.349,1.03
3227,1,9.73,-0.27,0.19285,-2.235,3.549,5.101,10.4,0.03,0.0,20.756,20.345,18.986,18.429,18.199,21.486,23.144,21.669,20.815,20.317,22.97,0.193
3228,1,9.73,-0.27,0.29573,-1.854,3.576,5.012,10.9,0.033,0.0,20.304,19.815,18.576,18.012,17.829,20.861,22.326,20.946,20.26,19.846,22.251,0.296
3229,1,9.73,-0.27,0.90843,-0.123,3.758,4.498,14.2,0.038,0.0,19.278,18.735,18.163,17.831,17.787,19.273,19.69,19.211,19.088,19.056,19.5,0.908
3230,1,9.73,-0.25,0.75237,-0.584,3.695,4.626,11.8,0.036,0.0,18.029,17.443,16.663,16.165,16.094,18.11,18.794,18.039,17.812,17.699,18.626,0.752
3231,1,9.73,-0.25,0.56253,-1.145,3.627,4.785,13.3,0.038,0.0,20.933,20.403,19.367,18.706,18.588,21.262,22.378,21.218,20.801,20.557,22.371,0.563
3232,1,9.73,-0.25,1.04263,0.254,3.793,4.321,13.7,0.038,0.0,17.835,17.355,16.885,16.63,16.598,17.826,18.114,17.771,17.701,17.71,17.963,1.043
3233,1,9.73,-0.25,0.63519,-0.939,3.648,4.72,14.1,0.038,0.0,21.218,20.67,19.711,19.074,18.976,21.461,22.426,21.397,21.057,20.864,22.402,0.635
3234,1,9.73,-0.23,0.12122,-2.808,3.485,5.214,9.4,0.024,0.0,21.189,20.98,19.253,18.706,18.46,22.425,24.729,23.055,21.597,20.793,24.525,0.121
3235,1,9.73,-0.23,0.21871,-2.118,3.558,5.073,11.0,0.033,0.0,21.065,20.632,19.305,18.746,18.531,21.748,23.343,21.907,21.096,20.618,23.197,0.219
3236,1,9.73,-0.23,0.68307,-0.804,3.664,4.677,13.3,0.038,0.0,20.08,19.517,18.615,18.019,17.93,20.265,21.134,20.196,19.897,19.732,21.065,0.683
3237,1,9.73,-0.21,0.29007,-1.881,3.571,5.013,8.5,0.018,0.0,17.973,17.492,16.227,15.665,15.477,18.559,20.051,18.672,17.944,17.508,19.96,0.29
3238,1,9.73,-0.21,0.231,-2.074,3.56,5.06,8.8,0.02,0.0,18.756,18.312,16.993,16.435,16.224,19.421,20.999,19.578,18.775,18.301,20.86,0.231
3239,1,9.73,-0.21,0.20415,-2.177,3.553,5.084,10.6,0.031,0.0,20.812,20.393,19.043,18.486,18.263,21.527,23.153,21.706,20.862,20.367,22.989,0.204
3240,1,9.73,-0.21,0.32768,-1.781,3.578,4.991,11.7,0.036,0.0,20.922,20.436,19.195,18.625,18.447,21.485,22.939,21.576,20.883,20.465,22.867,0.328
3241,1,9.73,-0.21,0.50072,-1.325,3.609,4.844,12.8,0.037,0.0,20.883,20.361,19.259,18.617,18.485,21.283,22.516,21.273,20.775,20.475,22.506,0.501
3242,1,9.73,-0.21,0.65216,-0.901,3.651,4.706,13.3,0.038,0.0,20.324,19.773,18.824,18.192,18.096,20.555,21.504,20.489,20.158,19.971,21.476,0.652
3243,1,9.73,-0.21,0.58975,-1.082,3.631,4.761,13.5,0.038,0.0,20.975,20.443,19.42,18.761,18.648,21.289,22.377,21.241,20.84,20.605,22.37,0.59
3244,1,9.73,-0.21,1.02443,0.152,3.783,4.376,13.7,0.038,0.0,18.091,17.587,17.091,16.816,16.781,18.077,18.403,18.02,17.935,17.934,18.239,1.024
3245,1,9.73,-0.21,0.6499,-0.908,3.651,4.708,14.4,0.038,0.0,21.44,20.89,19.938,19.305,19.208,21.675,22.628,21.609,21.276,21.087,22.603,0.65
3246,1,9.73,-0.19,0.18161,-2.328,3.535,5.111,10.5,0.031,0.0,21.091,20.725,19.278,18.729,18.496,21.937,23.708,22.211,21.226,20.652,23.523,0.182
3247,1,9.73,-0.19,0.98349,0.042,3.772,4.423,12.3,0.037,0.0,16.965,16.438,15.91,15.611,15.573,16.949,17.316,16.889,16.788,16.774,17.139,0.983
3248,1,9.73,-0.19,1.17938,0.649,3.778,3.921,12.9,0.038,0.0,16.047,15.532,15.022,14.741,14.703,16.029,16.364,15.971,15.881,15.875,16.194,1.179
3249,1,9.73,-0.19,0.77697,-0.533,3.701,4.61,13.0,0.038,0.0,19.104,18.515,17.753,17.272,17.203,19.17,19.832,19.098,18.881,18.777,19.653,0.777
3250,1,9.73,-0.19,0.59446,-1.075,3.631,4.757,13.6,0.038,0.0,21.057,20.525,19.501,18.84,18.728,21.372,22.461,21.324,20.922,20.687,22.455,0.594
3251,1,9.73,-0.17,0.19487,-2.236,3.546,5.092,10.3,0.03,0.0,20.66,20.265,18.872,18.319,18.088,21.434,23.119,21.657,20.748,20.217,22.938,0.195
3252,1,9.73,-0.17,0.37321,-1.664,3.583,4.95,11.3,0.034,0.0,20.229,19.739,18.511,17.93,17.761,20.775,22.198,20.859,20.183,19.776,22.137,0.373
3253,1,9.73,-0.17,0.34141,-1.753,3.578,4.981,12.3,0.037,0.0,21.452,20.971,19.72,19.149,18.972,22.026,23.482,22.125,21.419,20.994,23.409,0.341
3254,1,9.73,-0.17,0.60148,-1.061,3.632,4.751,12.5,0.037,0.0,19.922,19.39,18.368,17.707,17.595,20.235,21.321,20.187,19.787,19.553,21.316,0.601
3255,1,9.73,-0.17,1.03279,0.162,3.782,4.365,12.8,0.037,0.0,17.164,16.655,16.156,15.88,15.845,17.147,17.478,17.088,17.003,17.001,17.312,1.033
3256,1,9.73,-0.17,0.53614,-1.237,3.615,4.811,13.1,0.038,0.0,20.962,20.441,19.358,18.702,18.577,21.342,22.536,21.321,20.849,20.568,22.532,0.536
3257,1,9.73,-0.17,0.69986,-0.776,3.664,4.662,13.2,0.038,0.0,19.909,19.344,18.445,17.85,17.763,20.091,20.961,20.021,19.724,19.561,20.892,0.7
3258,1,9.73,-0.17,0.92574,-0.118,3.754,4.486,13.5,0.038,0.0,18.565,18.009,17.428,17.088,17.044,18.556,18.992,18.49,18.363,18.328,18.797,0.926
3259,1,9.73,-0.17,1.05012,0.205,3.786,4.343,14.0,0.038,0.0,18.257,17.755,17.266,16.998,16.963,18.24,18.558,18.183,18.103,18.105,18.397,1.05
3260,1,9.73,-0.15,0.28079,-1.92,3.566,5.016,9.1,0.022,0.0,18.669,18.211,16.911,16.35,16.152,19.306,20.835,19.45,18.671,18.207,20.721,0.281
3261,1,9.73,-0.15,0.35732,-1.713,3.579,4.966,11.5,0.035,0.0,20.553,20.07,18.822,18.248,18.073,21.123,22.57,21.222,20.519,20.094,22.5,0.357
3262,1,9.73,-0.15,0.98641,0.038,3.77,4.42,11.6,0.035,0.0,16.275,15.74,15.207,14.904,14.865,16.256,16.633,16.194,16.091,16.075,16.453,0.986
3263,1,9.73,-0.15,0.7328,-0.682,3.677,4.641,12.1,0.037,0.0,18.575,17.995,17.147,16.593,16.513,18.708,19.498,18.634,18.37,18.23,19.388,0.733
3264,1,9.73,-0.15,0.37918,-1.65,3.582,4.942,12.5,0.037,0.0,21.395,20.909,19.674,19.093,18.923,21.95,23.376,22.039,21.354,20.942,23.314,0.379
3265,1,9.73,-0.15,0.6,-1.071,3.63,4.753,13.5,0.038,0.0,20.946,20.417,19.387,18.722,18.61,21.268,22.366,21.221,20.814,20.576,22.365,0.6
3266,1,9.73,-0.15,0.57226,-1.145,3.623,4.778,13.6,0.038,0.0,21.231,20.707,19.652,18.984,18.866,21.581,22.727,21.544,21.11,20.852,22.728,0.572
3267,1,9.73,-0.13,0.24522,-2.034,3.558,5.04,10.1,0.028,0.0,19.955,19.526,18.185,17.627,17.413,20.653,22.241,20.831,19.995,19.502,22.092,0.245
3268,1,9.73,-0.13,0.33007,-1.789,3.573,4.985,10.8,0.032,0.0,20.041,19.569,18.294,17.728,17.544,20.645,22.128,20.767,20.024,19.578,22.042,0.33
3269,1,9.73,-0.13,0.61795,-1.024,3.635,4.738,11.6,0.035,0.0,18.931,18.395,17.382,16.723,16.615,19.232,20.3,19.18,18.79,18.563,20.296,0.618
3270,1,9.73,-0.13,0.49022,-1.369,3.602,4.852,12.5,0.037,0.0,20.693,20.18,19.044,18.404,18.269,21.13,22.408,21.138,20.601,20.274,22.399,0.49
3271,1,9.73,-0.13,0.46503,-1.433,3.597,4.872,12.6,0.037,0.0,20.953,20.447,19.284,18.659,18.516,21.421,22.739,21.45,20.874,20.524,22.718,0.465
3272,1,9.73,-0.13,0.85676,-0.325,3.728,4.554,13.6,0.038,0.0,19.182,18.598,17.933,17.53,17.474,19.196,19.74,19.125,18.957,18.891,19.536,0.857
3273,1,9.73,-0.11,0.29971,-1.87,3.567,4.999,9.4,0.024,0.0,18.844,18.386,17.085,16.522,16.326,19.483,21.005,19.631,18.848,18.381,20.893,0.3
3274,1,9.73,-0.11,0.38707,-1.634,3.581,4.931,11.2,0.034,0.0,20.056,19.573,18.326,17.745,17.576,20.624,22.059,20.726,20.022,19.598,21.994,0.387
3275,1,9.73,-0.11,0.62652,-1.005,3.636,4.731,11.9,0.036,0.0,19.183,18.647,17.638,16.98,16.873,19.479,20.54,19.427,19.042,18.817,20.536,0.627
3276,1,9.73,-0.11,0.50075,-1.347,3.603,4.843,12.2,0.037,0.0,20.337,19.824,18.69,18.046,17.913,20.772,22.044,20.779,20.245,19.92,22.035,0.501
3277,1,9.73,-0.11,0.46664,-1.433,3.596,4.87,12.7,0.037,0.0,21.053,20.549,19.38,18.754,18.611,21.529,22.854,21.564,20.978,20.622,22.831,0.467
3278,1,9.73,-0.11,0.47355,-1.416,3.597,4.865,13.0,0.038,0.0,21.309,20.803,19.642,19.012,18.871,21.775,23.088,21.803,21.23,20.882,23.07,0.474
3279,1,9.73,-0.11,0.66568,-0.894,3.649,4.696,13.1,0.038,0.0,20.105,19.556,18.594,17.954,17.857,20.349,21.326,20.283,19.943,19.75,21.31,0.666
3280,1,9.73,-0.09,0.42836,-1.529,3.588,4.895,9.9,0.027,0.0,18.494,17.999,16.782,16.183,16.026,19.023,20.411,19.102,18.441,18.043,20.364,0.428
3281,1,9.73,-0.09,0.64247,-0.966,3.64,4.717,10.6,0.031,0.0,17.784,17.242,16.247,15.594,15.491,18.061,19.097,18.005,17.634,17.419,19.092,0.642
3282,1,9.73,-0.09,0.53714,-1.253,3.611,4.811,12.8,0.037,0.0,20.703,20.189,19.081,18.424,18.298,21.11,22.337,21.102,20.603,20.302,22.334,0.537
3283,1,9.73,-0.09,0.53424,-1.261,3.61,4.813,13.4,0.038,0.0,21.323,20.809,19.699,19.043,18.916,21.733,22.964,21.726,21.224,20.92,22.96,0.534
3284,1,9.73,-0.07,0.70375,-0.799,3.658,4.662,11.6,0.035,0.0,18.367,17.807,16.881,16.266,16.175,18.573,19.493,18.503,18.189,18.015,19.452,0.704
3285,1,9.73,-0.07,0.78974,-0.542,3.695,4.603,12.7,0.037,0.0,18.824,18.234,17.451,16.952,16.881,18.905,19.607,18.829,18.602,18.49,19.448,0.79
3286,1,9.73,-0.07,0.88068,-0.282,3.731,4.537,12.8,0.037,0.0,18.275,17.691,17.037,16.643,16.589,18.282,18.816,18.211,18.049,17.987,18.613,0.881
3287,1,9.73,-0.07,1.02365,0.129,3.774,4.36,12.9,0.038,0.0,17.347,16.815,16.294,16.002,15.964,17.323,17.688,17.26,17.164,17.154,17.511,1.024
3288,1,9.73,-0.07,0.53151,-1.273,3.608,4.816,13.4,0.038,0.0,21.353,20.842,19.722,19.066,18.939,21.773,23.016,21.771,21.258,20.948,23.013,0.532
3289,1,9.73,-0.07,0.67877,-0.87,3.65,4.685,13.8,0.038,0.0,20.745,20.195,19.236,18.596,18.5,20.984,21.958,20.918,20.581,20.39,21.943,0.679
3290,1,9.73,-0.07,0.71957,-0.751,3.665,4.651,14.4,0.038,0.0,21.048,20.48,19.581,18.988,18.901,21.228,22.105,21.156,20.86,20.698,22.041,0.72
3291,1,9.73,-0.05,0.25364,-2.019,3.555,5.027,11.0,0.033,0.0,20.817,20.404,19.037,18.479,18.26,21.554,23.163,21.761,20.882,20.365,22.998,0.254
3292,1,9.73,-0.05,0.32227,-1.822,3.568,4.985,12.0,0.036,0.0,21.325,20.879,19.564,18.998,18.804,21.987,23.512,22.148,21.345,20.865,23.399,0.322
3293,1,9.73,-0.05,0.5807,-1.148,3.619,4.773,12.2,0.037,0.0,19.84,19.322,18.244,17.573,17.455,20.214,21.39,20.187,19.729,19.455,21.395,0.581
3294,1,9.73,-0.03,0.38093,-1.666,3.576,4.935,12.5,0.037,0.0,21.435,20.971,19.679,19.108,18.932,22.059,23.535,22.201,21.431,20.969,23.452,0.381
3295,1,9.73,-0.01,0.86326,-0.354,3.719,4.55,8.6,0.019,0.0,14.256,13.651,12.961,12.536,12.477,14.265,14.851,14.19,14.012,13.938,14.657,0.863
3296,1,9.73,-0.01,0.44901,-1.495,3.587,4.879,11.2,0.034,0.0,19.708,19.226,17.989,17.386,17.23,20.265,21.663,20.36,19.673,19.259,21.612,0.449
3297,1,9.73,0.01,0.67684,-0.897,3.644,4.686,10.9,0.033,0.0,17.914,17.368,16.384,15.733,15.634,18.179,19.199,18.118,17.759,17.552,19.195,0.677
3298,1,9.73,0.01,1.07975,0.251,3.776,4.272,14.5,0.038,0.0,18.644,18.11,17.598,17.315,17.277,18.612,18.972,18.549,18.458,18.453,18.795,1.08
3299,1,9.73,0.03,0.33127,-1.796,3.565,4.96,10.8,0.032,0.0,20.06,19.626,18.286,17.721,17.523,20.753,22.296,20.94,20.098,19.598,22.168,0.331
3300,1,9.73,0.03,0.35738,-1.727,3.569,4.942,10.9,0.033,0.0,19.988,19.543,18.217,17.65,17.462,20.659,22.175,20.834,20.012,19.523,22.065,0.357
3301,1,9.73,0.03,0.27252,-1.965,3.554,5.001,11.3,0.034,0.0,20.982,20.578,19.197,18.639,18.418,21.74,23.353,21.962,21.061,20.53,23.18,0.273
3302,1,9.73,0.03,0.7831,-0.6,3.681,4.601,13.2,0.038,0.0,19.471,18.885,18.048,17.506,17.427,19.593,20.383,19.516,19.259,19.125,20.271,0.783
3303,1,9.73,0.05,0.31022,-1.856,3.56,4.973,10.7,0.032,0.0,20.109,19.687,18.329,17.767,17.56,20.83,22.402,21.033,20.164,19.651,22.255,0.31
3304,1,9.73,0.05,0.32666,-1.812,3.563,4.963,11.3,0.034,0.0,20.599,20.172,18.823,18.258,18.057,21.307,22.861,21.501,20.646,20.14,22.725,0.327
3305,1,9.73,0.07,0.46278,-1.471,3.587,4.868,10.4,0.03,0.0,18.848,18.374,17.12,16.512,16.357,19.425,20.825,19.538,18.825,18.398,20.768,0.463
3306,1,9.73,0.07,0.47412,-1.443,3.589,4.859,12.5,0.037,0.0,20.877,20.403,19.161,18.544,18.393,21.443,22.828,21.543,20.851,20.435,22.778,0.474
3307,1,9.73,0.07,0.57459,-1.179,3.614,4.777,13.3,0.038,0.0,21.019,20.514,19.397,18.725,18.604,21.437,22.654,21.433,20.929,20.624,22.654,0.575
3308,1,9.73,0.09,0.26922,-1.986,3.551,5.002,11.5,0.035,0.0,21.234,20.841,19.444,18.888,18.66,22.016,23.654,22.252,21.328,20.785,23.466,0.269
3309,1,9.73,0.11,0.50374,-1.372,3.594,4.834,11.1,0.034,0.0,19.299,18.821,17.599,16.961,16.82,19.838,21.186,19.918,19.262,18.867,21.149,0.504
3310,1,9.73,0.11,0.87557,-0.355,3.714,4.538,12.8,0.037,0.0,18.457,17.857,17.145,16.711,16.648,18.487,19.113,18.409,18.219,18.137,18.923,0.876
3311,1,9.73,0.13,0.80515,-0.563,3.683,4.584,13.0,0.038,0.0,19.176,18.584,17.756,17.227,17.149,19.289,20.078,19.209,18.957,18.827,19.961,0.805
3312,1,9.73,0.21,0.79684,-0.603,3.675,4.589,14.6,0.038,0.0,20.877,20.287,19.429,18.878,18.795,21.012,21.855,20.932,20.661,20.52,21.764,0.797
3313,1,9.73,0.23,0.56476,-1.226,3.605,4.782,13.1,0.038,0.0,20.934,20.456,19.27,18.595,18.469,21.432,22.706,21.477,20.885,20.527,22.686,0.565
3314,1,9.75,-0.65,0.41004,-1.454,3.622,4.939,9.6,0.025,0.0,18.006,17.45,16.432,15.819,15.684,18.312,19.433,18.272,17.848,17.604,19.392,0.41
3315,1,9.75,-0.65,1.00928,0.407,3.814,4.236,13.1,0.038,0.0,16.852,16.449,16.027,15.805,15.778,16.881,17.087,16.838,16.794,16.82,16.968,1.009
3316,1,9.75,-0.61,0.58564,-0.978,3.656,4.755,13.5,0.038,0.0,20.715,20.16,19.239,18.634,18.536,20.923,21.806,20.862,20.544,20.365,21.731,0.586
3317,1,9.75,-0.55,0.4736,-1.319,3.625,4.877,13.1,0.038,0.0,21.167,20.625,19.605,18.972,18.844,21.482,22.592,21.438,21.022,20.781,22.56,0.474
3318,1,9.75,-0.55,0.52202,-1.183,3.635,4.827,13.8,0.038,0.0,21.529,20.984,19.995,19.363,19.247,21.809,22.842,21.757,21.376,21.157,22.805,0.522
3319,1,9.75,-0.55,0.7734,-0.4,3.732,4.599,14.4,0.038,0.0,20.169,19.609,18.952,18.553,18.497,20.198,20.702,20.136,19.968,19.9,20.496,0.773
3320,1,9.75,-0.53,0.40118,-1.507,3.611,4.937,12.0,0.036,0.0,20.538,19.994,18.932,18.324,18.182,20.892,22.097,20.866,20.399,20.125,22.072,0.401
3321,1,9.75,-0.53,0.41515,-1.473,3.613,4.927,12.6,0.037,0.0,21.052,20.509,19.454,18.841,18.701,21.401,22.591,21.372,20.913,20.644,22.565,0.415
3322,1,9.75,-0.51,1.13669,0.827,3.71,3.455,13.4,0.038,0.0,16.104,15.534,14.802,14.345,14.282,16.163,16.747,16.102,15.899,15.803,16.501,1.137
3323,1,9.75,-0.49,0.39038,-1.546,3.606,4.945,11.0,0.033,0.0,19.634,19.089,18.013,17.41,17.264,20.002,21.239,19.983,19.498,19.212,21.218,0.39
3324,1,9.75,-0.49,0.30677,-1.762,3.594,5.01,12.1,0.037,0.0,21.276,20.741,19.62,19.04,18.878,21.693,23.015,21.695,21.158,20.838,22.984,0.307
3325,1,9.75,-0.49,1.01409,0.294,3.805,4.318,13.5,0.038,0.0,17.536,17.102,16.661,16.424,16.396,17.55,17.788,17.503,17.448,17.467,17.657,1.014
3326,1,9.75,-0.47,0.47429,-1.337,3.619,4.873,10.6,0.031,0.0,18.712,18.168,17.128,16.497,16.367,19.043,20.193,19.006,18.569,18.314,20.171,0.474
3327,1,9.75,-0.47,0.69283,-0.685,3.688,4.662,11.8,0.036,0.0,18.282,17.706,16.899,16.378,16.302,18.388,19.091,18.321,18.077,17.952,18.934,0.693
3328,1,9.75,-0.47,0.63339,-0.871,3.664,4.714,13.2,0.038,0.0,20.149,19.589,18.692,18.101,18.01,20.331,21.174,20.266,19.968,19.804,21.089,0.633
3329,1,9.75,-0.45,0.38427,-1.574,3.602,4.95,11.5,0.035,0.0,20.205,19.664,18.569,17.969,17.821,20.592,21.858,20.581,20.076,19.776,21.839,0.384
3330,1,9.75,-0.45,1.00728,0.269,3.801,4.323,12.5,0.037,0.0,16.598,16.151,15.698,15.453,15.424,16.607,16.86,16.558,16.496,16.511,16.723,1.007
3331,1,9.75,-0.43,0.32819,-1.73,3.592,4.999,12.0,0.036,0.0,21.096,20.568,19.43,18.848,18.686,21.533,22.874,21.547,20.99,20.656,22.839,0.328
3332,1,9.75,-0.43,0.46767,-1.364,3.615,4.877,12.7,0.037,0.0,20.881,20.344,19.284,18.656,18.522,21.234,22.417,21.205,20.748,20.479,22.398,0.468
3333,1,9.75,-0.43,0.7694,-0.456,3.72,4.608,14.5,0.038,0.0,20.411,19.836,19.143,18.715,18.656,20.449,21.006,20.383,20.198,20.118,20.801,0.769
3334,1,9.75,-0.41,0.7307,-0.586,3.7,4.635,10.9,0.033,0.0,17.135,16.551,15.79,15.307,15.238,17.203,17.847,17.135,16.917,16.812,17.66,0.731
3335,1,9.75,-0.41,0.42519,-1.479,3.605,4.911,12.9,0.038,0.0,21.367,20.831,19.74,19.127,18.984,21.753,23.0,21.739,21.243,20.947,22.982,0.425
3336,1,9.75,-0.39,0.49379,-1.304,3.617,4.851,11.3,0.034,0.0,19.329,18.793,17.739,17.102,16.972,19.676,20.842,19.644,19.196,18.933,20.825,0.494
3337,1,9.75,-0.39,0.4304,-1.471,3.604,4.906,11.5,0.035,0.0,19.947,19.411,18.316,17.702,17.56,20.336,21.587,20.324,19.824,19.525,21.57,0.43
3338,1,9.75,-0.39,0.49189,-1.309,3.617,4.853,12.3,0.037,0.0,20.342,19.807,18.751,18.115,17.984,20.693,21.862,20.661,20.211,19.946,21.845,0.492
3339,1,9.75,-0.39,0.35954,-1.663,3.593,4.976,12.5,0.037,0.0,21.428,20.903,19.763,19.175,19.016,21.869,23.203,21.884,21.325,20.99,23.17,0.36
3340,1,9.75,-0.37,0.94059,0.061,3.782,4.424,11.7,0.036,0.0,16.317,15.821,15.318,15.036,15.002,16.314,16.637,16.259,16.17,16.165,16.474,0.941
3341,1,9.75,-0.37,0.49198,-1.313,3.616,4.852,11.8,0.036,0.0,19.853,19.319,18.257,17.621,17.49,20.209,21.388,20.18,19.724,19.454,21.372,0.492
3342,1,9.75,-0.35,0.22727,-2.064,3.567,5.072,10.0,0.028,0.0,19.931,19.459,18.193,17.634,17.434,20.526,22.056,20.629,19.908,19.478,21.95,0.227
3343,1,9.75,-0.35,0.3665,-1.652,3.592,4.966,10.8,0.032,0.0,19.699,19.177,18.025,17.437,17.277,20.153,21.5,20.178,19.603,19.258,21.464,0.367
3344,1,9.75,-0.35,0.36889,-1.645,3.592,4.963,10.9,0.033,0.0,19.782,19.26,18.109,17.52,17.36,20.234,21.579,20.258,19.685,19.341,21.543,0.369
3345,1,9.75,-0.35,0.45486,-1.417,3.606,4.884,13.0,0.038,0.0,21.312,20.781,19.687,19.064,18.925,21.702,22.942,21.689,21.193,20.896,22.926,0.455
3346,1,9.75,-0.33,0.19871,-2.181,3.558,5.096,11.2,0.034,0.0,21.424,20.984,19.673,19.114,18.898,22.086,23.682,22.224,21.442,20.981,23.542,0.199
3347,1,9.75,-0.33,0.56909,-1.106,3.633,4.777,11.6,0.035,0.0,19.134,18.595,17.587,16.938,16.825,19.432,20.496,19.381,18.99,18.763,20.479,0.569
3348,1,9.75,-0.33,0.269,-1.923,3.574,5.035,11.7,0.036,0.0,21.278,20.789,19.552,18.992,18.805,21.834,23.31,21.913,21.233,20.823,23.232,0.269
3349,1,9.75,-0.33,0.50944,-1.274,3.618,4.835,12.6,0.037,0.0,20.554,20.023,18.963,18.319,18.192,20.908,22.077,20.877,20.427,20.16,22.064,0.509
3350,1,9.75,-0.31,0.33904,-1.735,3.585,4.99,10.6,0.031,0.0,19.706,19.197,18.01,17.432,17.263,20.2,21.596,20.25,19.63,19.257,21.545,0.339
3351,1,9.75,-0.31,0.31216,-1.802,3.581,5.005,11.7,0.036,0.0,20.976,20.476,19.268,18.697,18.521,21.497,22.925,21.56,20.914,20.525,22.864,0.312
3352,1,9.75,-0.31,0.33175,-1.753,3.584,4.994,12.1,0.037,0.0,21.252,20.748,19.554,18.977,18.806,21.757,23.163,21.81,21.182,20.805,23.108,0.332
3353,1,9.75,-0.31,0.75397,-0.551,3.702,4.622,12.2,0.037,0.0,18.348,17.763,17.008,16.531,16.463,18.414,19.058,18.344,18.13,18.027,18.873,0.754
3354,1,9.75,-0.31,0.97804,0.114,3.784,4.397,12.3,0.037,0.0,16.786,16.291,15.794,15.518,15.484,16.779,17.098,16.723,16.639,16.637,16.937,0.978
3355,1,9.75,-0.31,0.61834,-0.971,3.647,4.732,12.8,0.037,0.0,19.997,19.45,18.486,17.849,17.748,20.245,21.218,20.184,19.838,19.64,21.191,0.618
3356,1,9.75,-0.31,0.59088,-1.051,3.638,4.757,14.1,0.038,0.0,21.498,20.959,19.964,19.316,19.208,21.782,22.817,21.728,21.351,21.133,22.798,0.591
3357,1,9.75,-0.31,0.6534,-0.864,3.659,4.701,14.1,0.038,0.0,21.031,20.473,19.556,18.949,18.857,21.231,22.12,21.165,20.855,20.682,22.06,0.653
3358,1,9.75,-0.29,0.20161,-2.173,3.557,5.091,10.6,0.031,0.0,20.801,20.365,19.045,18.487,18.271,21.474,23.073,21.622,20.826,20.356,22.929,0.202
3359,1,9.75,-0.29,0.19437,-2.22,3.552,5.1,10.7,0.032,0.0,21.02,20.601,19.256,18.698,18.471,21.729,23.37,21.898,21.066,20.58,23.204,0.194
3360,1,9.75,-0.29,0.29073,-1.865,3.576,5.017,11.1,0.034,0.0,20.532,20.04,18.806,18.242,18.059,21.083,22.546,21.164,20.484,20.074,22.473,0.291
3361,1,9.75,-0.29,0.37195,-1.646,3.589,4.957,11.6,0.035,0.0,20.485,19.975,18.799,18.211,18.049,20.968,22.338,21.009,20.405,20.042,22.295,0.372
3362,1,9.75,-0.29,0.42274,-1.508,3.597,4.907,12.4,0.037,0.0,20.94,20.419,19.282,18.672,18.524,21.377,22.684,21.39,20.841,20.509,22.662,0.423
3363,1,9.75,-0.29,0.53482,-1.211,3.622,4.811,12.7,0.037,0.0,20.497,19.967,18.918,18.264,18.141,20.84,21.984,20.803,20.368,20.113,21.974,0.535
3364,1,9.75,-0.29,0.69201,-0.754,3.672,4.666,13.3,0.038,0.0,19.955,19.385,18.515,17.944,17.86,20.11,20.92,20.04,19.762,19.611,20.82,0.692
3365,1,9.75,-0.29,0.58017,-1.086,3.634,4.768,13.5,0.038,0.0,20.984,20.448,19.439,18.787,18.675,21.284,22.349,21.234,20.843,20.615,22.334,0.58
3366,1,9.75,-0.29,1.19505,1.765,3.683,2.43,14.3,0.038,0.0,14.657,14.078,13.248,12.723,12.643,14.767,15.499,14.698,14.452,14.32,15.204,1.195
3367,1,9.75,-0.27,0.27303,-1.922,3.572,5.028,11.7,0.036,0.0,21.274,20.798,19.539,18.977,18.786,21.86,23.356,21.961,21.247,20.819,23.266,0.273
3368,1,9.75,-0.27,0.82428,-0.352,3.73,4.574,12.3,0.037,0.0,17.951,17.376,16.717,16.317,16.262,17.969,18.495,17.901,17.734,17.669,18.29,0.824
3369,1,9.75,-0.27,0.38669,-1.607,3.59,4.938,12.6,0.037,0.0,21.386,20.878,19.702,19.109,18.949,21.87,23.234,21.911,21.308,20.945,23.193,0.387
3370,1,9.75,-0.27,0.61604,-0.989,3.643,4.735,12.8,0.037,0.0,20.043,19.499,18.522,17.879,17.776,20.306,21.305,20.247,19.889,19.683,21.284,0.616
3371,1,9.75,-0.27,0.92517,-0.07,3.764,4.475,13.6,0.038,0.0,18.544,18.011,17.456,17.136,17.095,18.538,18.933,18.477,18.362,18.337,18.749,0.925
3372,1,9.75,-0.27,0.63127,-0.943,3.649,4.722,13.9,0.038,0.0,21.028,20.48,19.522,18.886,18.788,21.27,22.233,21.206,20.867,20.674,22.207,0.631
3373,1,9.75,-0.25,0.25186,-1.989,3.567,5.04,10.7,0.032,0.0,20.442,19.981,18.696,18.136,17.936,21.063,22.594,21.186,20.436,19.989,22.483,0.252
3374,1,9.75,-0.25,0.2689,-1.937,3.57,5.03,11.1,0.034,0.0,20.714,20.244,18.973,18.411,18.218,21.315,22.824,21.427,20.696,20.258,22.726,0.269
3375,1,9.75,-0.25,0.96373,0.024,3.773,4.435,11.6,0.035,0.0,16.311,15.788,15.261,14.962,14.924,16.298,16.659,16.238,16.138,16.124,16.484,0.964
