-0.02086218	0.998771765	0.000680369
-0.02008784	0.998622459	0.000667682
-0.0193135	0.997667923	0.000667607
-0.0185386	0.999654762	0.000667599
-0.01776255	0.999508341	0.000667548
-0.01699111	0.998518786	0.000667546
-0.01621444	0.99951219	0.000667521
-0.01544184	0.997911193	0.00066741
-0.01466925	0.998748022	0.000667455
-0.01389377	0.998222161	0.000667427
-0.01312119	0.998654578	0.000667461
-0.01234799	0.999591682	0.000667372
-0.01157541	1.000122231	0.000667301
-0.01079989	0.998838892	0.000667408
-0.01002907	0.999234942	0.000667421
-0.00925765	1.000817752	0.00066729
-0.00848389	0.998982216	0.000667249
-0.00770782	0.999029862	0.000667285
-0.00693292	0.999645682	0.000667173
-0.00616148	0.998828161	0.000667637
-0.0053906	0.999925645	0.000667726
-0.0046192	0.998421319	0.000667669
-0.00384197	0.99950713	0.00066767
-0.00306647	1.000302767	0.00066761
-0.00229675	0.999793252	0.000667636
-0.00152592	0.999970192	0.000667479
-0.00074925	0.999527639	0.000667503
2.39E-05	0.998897849	0.000667572
0.00079708	0.998229904	0.0006675
0.00157028	0.99856919	0.000667476
0.00234517	0.998630673	0.00066765
0.00312125	0.999677254	0.000667533
0.0038944	0.998912534	0.000667559
0.00466989	0.998691129	0.000667444
0.00544597	0.998711126	0.000667515
0.00622205	0.998568772	0.000667582
0.00699982	1.000527536	0.000667474
0.00777011	0.999153219	0.000667478
0.00854271	1.000107295	0.000667517
0.00931355	0.998886143	0.000667567
0.01008497	0.998972841	0.000667503
0.01085642	0.998533673	0.000667411
0.01163075	0.999154434	0.000667418
0.01240507	0.999072188	0.000667468
0.01317772	0.999970411	0.000667419
0.01395257	0.998190462	0.000667546
0.0147275	0.998353428	0.000667557
0.01549893	0.999542894	0.000667491
0.01627271	0.998403071	0.000667578
0.01704818	0.999083207	0.00066762
0.0178196	0.99845522	0.000667624
0.01859335	0.999095014	0.000667703
0.01937002	0.998764336	0.00066776
0.02014434	0.999262186	0.000667655
0.02091866	0.999186068	0.000667648
0.02169301	0.999939013	0.000667598
0.02246674	0.999041126	0.000667686
0.02324338	0.998430882	0.000667721
0.02401831	0.999544034	0.000667636
0.02479381	0.99786002	0.000667744
0.0255716	0.999015634	0.000667853
0.02634593	0.999243278	0.000667906
0.0271191	0.998824937	0.000667873
0.02789634	0.998565352	0.000668
0.02866954	0.998633435	0.000667892
0.0294438	0.999636312	0.000667963
0.03021582	1.000441351	0.000668012
0.03098956	0.999054943	0.000668104
0.03176276	1.000346653	0.000668016
0.03253303	0.999450595	0.000668058
0.03330735	0.998057419	0.000668221
0.03407878	0.998047753	0.000668226
0.0348543	0.998254916	0.000668274
0.03562573	0.998893622	0.0006684
0.03639773	1.001114203	0.000668514
0.03717438	0.997250093	0.000668537
0.03795161	0.99889491	0.000668414
0.03872478	0.998177153	0.000668437
0.03950203	0.999575091	0.000668243
0.04027353	0.999101147	0.000668276
0.04104491	1.000052154	0.000668249
0.04182037	0.99899801	0.000668243
0.04259299	0.999305395	0.000668167
0.04336793	0.999182853	0.00066814
0.04414222	0.998663659	0.000668105
0.04491488	0.999350719	0.000668103
0.04568972	0.999900304	0.000668026
0.04646116	0.998976504	0.000668076
0.04723896	1.000780199	0.000668074
0.04801621	0.998907071	0.000668307
0.04878821	0.999431575	0.000668314
0.04956312	0.999965453	0.000668594
0.05033632	0.999395957	0.000668717
0.05110484	0.999170497	0.000668735
0.05188092	1.000422197	0.000668808
0.0526535	0.999678357	0.000668739
0.05342668	1.000386854	0.000668585
0.0541981	0.999348358	0.00066865
0.05497415	0.999229128	0.000668532
0.055752	1.001769721	0.000668562
0.05653096	0.999965709	0.000668512
0.05730815	1.000737703	0.00066848
0.05808075	1.001094535	0.000668488
0.05885738	0.999911244	0.000668531
0.05963057	0.999975129	0.00066855
0.06040263	1.000189363	0.000668674
0.06118272	0.99910731	0.000668603
0.06195705	1.000912734	0.000668504
0.06273252	1.000386045	0.000668574
0.06350804	1.000346606	0.000668569
0.06428236	1.000376206	0.000668586
0.06505551	1.000128885	0.000668661
0.065831	0.999522661	0.000668746
0.06660591	0.999456258	0.000668807
0.06737909	0.999970612	0.00066867
0.06815342	0.999739329	0.000668797
0.0689289	0.999985323	0.000668819
0.06970789	1.000647272	0.000668903
0.07048454	1.000353042	0.000668953
0.07125539	0.999358473	0.000668925
0.07203144	0.999836908	0.000668995
0.07280579	1.000398125	0.000669031
0.07357837	0.999779815	0.000669036
0.07434927	1.00070369	0.000668875
0.07512299	0.999409137	0.000669103
0.0758979	1.000397162	0.000669096
