,logg,Teff,Z,aLSM,bLSM
350,4.0,7750,-3.5,0.11379654263526374,0.2698621369460836
351,4.5,7750,-3.5,0.12061006107375301,0.2712369703630074
352,5.0,7750,-3.5,0.12506496165832343,0.26895444748229325
353,3.5,8000,-3.5,0.17371457790360673,0.22584788546979584
354,4.0,8000,-3.5,0.1348959403200359,0.24625079329003832
355,4.5,8000,-3.5,0.10623524515764106,0.2685435463988385
356,5.0,8000,-3.5,0.11319459634650894,0.2687526364738505
357,3.5,8250,-3.5,0.17432023714966421,0.21626125750350736
358,4.0,8250,-3.5,0.1516803678983333,0.23261746308280956
359,4.5,8250,-3.5,0.10767539044440153,0.258977725071896
360,5.0,8250,-3.5,0.10664007734134018,0.2667008007892424
361,3.5,8500,-3.5,0.15775677089557996,0.21810716119433038
362,4.0,8500,-3.5,0.16218773760151345,0.21080757986285553
363,4.5,8500,-3.5,0.1360830009508044,0.2339191905486587
364,5.0,8500,-3.5,0.09653365293917603,0.25847300411653346
365,3.5,8750,-3.5,0.1487821844432752,0.21846952098682457
366,4.0,8750,-3.5,0.15316015820607234,0.20933909989880803
367,4.5,8750,-3.5,0.15016307802292356,0.2128176223968535
368,5.0,8750,-3.5,0.11589062904688452,0.24367643044904835
369,3.5,9000,-3.5,0.13858640686767282,0.21684024459155818
370,4.0,9000,-3.5,0.14122820337542827,0.2087877065302279
371,4.5,9000,-3.5,0.14512514818676225,0.2016505884911789
372,5.0,9000,-3.5,0.13832568332903655,0.2113759161575039
373,3.5,9250,-3.5,0.13858640686767282,0.21684024459155818
374,4.0,9250,-3.5,0.14122820337542827,0.2087877065302279
375,4.5,9250,-3.5,0.14512514818676225,0.2016505884911789
376,5.0,9250,-3.5,0.13832568332903655,0.2113759161575039
377,3.5,9500,-3.5,0.13858640686767282,0.21684024459155818
378,4.0,9500,-3.5,0.14122820337542827,0.2087877065302279
379,4.5,9500,-3.5,0.14512514818676225,0.2016505884911789
380,5.0,9500,-3.5,0.13832568332903655,0.2113759161575039
381,3.5,9750,-3.5,0.13858640686767282,0.21684024459155818
382,4.0,9750,-3.5,0.14122820337542827,0.2087877065302279
383,4.5,9750,-3.5,0.14512514818676225,0.2016505884911789
384,5.0,9750,-3.5,0.13832568332903655,0.2113759161575039
385,3.5,10000,-3.5,0.13858640686767282,0.21684024459155818
386,4.0,10000,-3.5,0.14122820337542827,0.2087877065302279
387,4.5,10000,-3.5,0.14512514818676225,0.2016505884911789
