,logg,Teff,Z,aLSM,bLSM
178,3.5,9500,-4.5,0.34406882529629684,0.34041161761218275
179,4.0,9500,-4.5,0.35333778519233466,0.3351253451025146
180,4.5,9500,-4.5,0.3607209039158146,0.32769207526758865
181,5.0,9500,-4.5,0.3042457438707307,0.3687996691081992
182,3.5,9750,-4.5,0.34406882529629684,0.34041161761218275
183,4.0,9750,-4.5,0.35333778519233466,0.3351253451025146
184,4.5,9750,-4.5,0.3607209039158146,0.32769207526758865
185,5.0,9750,-4.5,0.3042457438707307,0.3687996691081992
186,3.5,10000,-4.5,0.34406882529629684,0.34041161761218275
187,4.0,10000,-4.5,0.35333778519233466,0.3351253451025146
188,4.5,10000,-4.5,0.3607209039158146,0.32769207526758865
189,5.0,10000,-4.5,0.3042457438707307,0.3687996691081992
190,3.5,3750,-4.0,0.41123375187996813,0.26234680686887774
191,3.5,4000,-4.0,0.2523749747479223,0.37161022466219823
192,4.0,4000,-4.0,0.22839378787524245,0.39548755608302083
193,4.5,4000,-4.0,0.24183739355290737,0.40264591760580615
194,3.5,4250,-4.0,0.26781796116075707,0.35697750971423514
195,4.0,4250,-4.0,0.1888367871986917,0.39687082874305907
196,3.5,4500,-4.0,0.41132331089937374,0.2859083429989741
197,4.0,4500,-4.0,0.2779219227185527,0.3577944519146165
198,4.5,4500,-4.0,0.19926154518987796,0.3809314947103069
199,5.0,4500,-4.0,0.15369105659813756,0.39252729081653
200,3.5,4750,-4.0,0.4827696412513941,0.26843788919832046
201,4.0,4750,-4.0,0.3585235534195996,0.33412703436538693
202,4.5,4750,-4.0,0.26210176008557096,0.36799471561910946
203,5.0,4750,-4.0,0.1931336831465081,0.3819763531140243
204,3.5,5000,-4.0,0.46144659841921304,0.26137456400373227
205,4.0,5000,-4.0,0.41281756260055574,0.29111122220280483
206,4.5,5000,-4.0,0.3532675869040633,0.3201693253950438
207,5.0,5000,-4.0,0.28861740421632376,0.34073290182300825
208,3.5,5250,-4.0,0.46798396662340286,0.2621921123364732
209,4.0,5250,-4.0,0.423696087476654,0.2918577112316104
210,4.5,5250,-4.0,0.37933391346394907,0.31393689218446685
211,5.0,5250,-4.0,0.33994463902315913,0.3343316117902102
212,3.5,5500,-4.0,0.4744982445080694,0.2609550496993792
213,4.0,5500,-4.0,0.4348578655984166,0.2914217266335826
214,4.5,5500,-4.0,0.3970620682093172,0.3132338869935605
215,5.0,5500,-4.0,0.3571873814978982,0.3306629769551308
216,3.5,5750,-4.0,0.4775814452429337,0.2588631023961113
217,4.0,5750,-4.0,0.43948349652583985,0.29013683716774763
218,4.5,5750,-4.0,0.4052808497069,0.3117609804998269
219,5.0,5750,-4.0,0.3685017867510225,0.329941360257303
220,3.5,6000,-4.0,0.4785058947992741,0.25444423719563747
221,4.0,6000,-4.0,0.4421218601978354,0.28710669160094565
222,4.5,6000,-4.0,0.4112123372829283,0.3101208457565344
223,5.0,6000,-4.0,0.379114994609391,0.3284885626829356
224,3.5,6250,-4.0,0.47746363632401156,0.2522491172096756
225,4.0,6250,-4.0,0.44302335832484363,0.28388061818068316
226,4.5,6250,-4.0,0.4128602586032163,0.308259111587218
227,5.0,6250,-4.0,0.3840246424472371,0.325940900960673
228,3.5,6500,-4.0,0.471673334248888,0.25275347780103463
229,4.0,6500,-4.0,0.4399213385806908,0.2810992175426079
230,4.5,6500,-4.0,0.41190394652407025,0.30514890106278153
231,5.0,6500,-4.0,0.38548637812983133,0.3240767464737678
232,3.5,6750,-4.0,0.4625745262468748,0.25709906341538047
233,4.0,6750,-4.0,0.4354482352062551,0.2816807270178712
234,4.5,6750,-4.0,0.4095290870234309,0.30375491387132125
235,5.0,6750,-4.0,0.3844473689566533,0.32264324231345454
236,3.5,7000,-4.0,0.4407087140014892,0.27204458401821574
237,4.0,7000,-4.0,0.42208500636576973,0.28768271957774993
238,4.5,7000,-4.0,0.4011297009493024,0.30513373296982294
239,5.0,7000,-4.0,0.3789616071780925,0.3222043594111966
240,3.5,7250,-4.0,0.42239515623791746,0.2877199232332409
241,4.0,7250,-4.0,0.4077286074052291,0.2968034397758235
242,4.5,7250,-4.0,0.3914067241780885,0.309610261294544
243,5.0,7250,-4.0,0.37254877692169047,0.3240269982178339
244,3.5,7500,-4.0,0.4511494094661587,0.2556119724339482
245,4.0,7500,-4.0,0.3824537448748571,0.3152722174981553
246,4.5,7500,-4.0,0.3704664540260899,0.32198184090437165
247,5.0,7500,-4.0,0.3571221093066436,0.3312454215249726
248,3.5,7750,-4.0,0.45041055795073814,0.2793173806102833
249,4.0,7750,-4.0,0.37533652706649806,0.30987278221161746
250,4.5,7750,-4.0,0.35354579901348027,0.33328353648430337
251,5.0,7750,-4.0,0.34273186384559223,0.3392997888793591
252,3.5,8000,-4.0,0.4411323275880649,0.30937283346534533
253,4.0,8000,-4.0,0.39145035976651443,0.31539282319888395
254,4.5,8000,-4.0,0.32926548926129945,0.341393761097861
255,5.0,8000,-4.0,0.3166824433683344,0.35462879675676223
256,3.5,8250,-4.0,0.44713904833129137,0.30058314369785694
257,4.0,8250,-4.0,0.387374443618519,0.3352519873310037
258,4.5,8250,-4.0,0.3344086928359554,0.33670973310091235
259,5.0,8250,-4.0,0.29907079172235146,0.3646468992452219
260,3.5,8500,-4.0,0.4077392686117394,0.31828449877623005
261,4.0,8500,-4.0,0.40359112522345786,0.32017224435803665
262,4.5,8500,-4.0,0.3356504530822137,0.3603885042108437
263,5.0,8500,-4.0,0.28515674542279024,0.3604016803414347
264,3.5,8750,-4.0,0.3782599249819985,0.33079727772007883
265,4.0,8750,-4.0,0.3908681010459367,0.32018066197183637
266,4.5,8750,-4.0,0.35224192604889093,0.34847602263772437
267,5.0,8750,-4.0,0.2837385023638889,0.3808875469120145
268,3.5,9000,-4.0,0.3439267484466124,0.34027042995768364
269,4.0,9000,-4.0,0.35314836172132663,0.3350500108741151
270,4.5,9000,-4.0,0.36057971669110994,0.3276171262936974
271,5.0,9000,-4.0,0.3044032148826925,0.3685533416015385
272,3.5,9250,-4.0,0.3439267484466124,0.34027042995768364
273,4.0,9250,-4.0,0.35314836172132663,0.3350500108741151
274,4.5,9250,-4.0,0.36057971669110994,0.3276171262936974
275,5.0,9250,-4.0,0.3044032148826925,0.3685533416015385
276,3.5,9500,-4.0,0.3439267484466124,0.34027042995768364
277,4.0,9500,-4.0,0.35314836172132663,0.3350500108741151
278,4.5,9500,-4.0,0.36057971669110994,0.3276171262936974
279,5.0,9500,-4.0,0.3044032148826925,0.3685533416015385
280,3.5,9750,-4.0,0.3439267484466124,0.34027042995768364
281,4.0,9750,-4.0,0.35314836172132663,0.3350500108741151
282,4.5,9750,-4.0,0.36057971669110994,0.3276171262936974
283,5.0,9750,-4.0,0.3044032148826925,0.3685533416015385
284,3.5,10000,-4.0,0.3439267484466124,0.34027042995768364
285,4.0,10000,-4.0,0.35314836172132663,0.3350500108741151
286,4.5,10000,-4.0,0.36057971669110994,0.3276171262936974
287,5.0,10000,-4.0,0.3044032148826925,0.3685533416015385
288,3.5,3500,-3.5,0.4720055822319647,0.23025781142328172
289,3.5,3750,-3.5,0.3776973844872663,0.3042608421435774
290,4.0,3750,-3.5,0.3795359423257141,0.31504769489237444
291,3.5,4000,-3.5,0.27378291254473297,0.37540838283427547
292,4.0,4000,-3.5,0.24656272412585986,0.3992187735164005
293,4.5,4000,-3.5,0.2567583241836245,0.4024599089543915
294,3.5,4250,-3.5,0.2931746161453974,0.356590727745926
295,4.0,4250,-3.5,0.21548466537613797,0.4025357792356361
296,4.5,4250,-3.5,0.18756871610062725,0.42027217879651496
297,3.5,4500,-3.5,0.4302323156098885,0.27923301873967105
298,4.0,4500,-3.5,0.2956439981591775,0.3554465314152996
299,4.5,4500,-3.5,0.21275159196147536,0.3873524102512859
300,5.0,4500,-3.5,0.16825369592316286,0.3982056721712695
301,3.5,4750,-3.5,0.49756087577496855,0.26014703296842484
302,4.0,4750,-3.5,0.3743210701327377,0.2995636009771076
303,4.5,4750,-3.5,0.282623847584097,0.34736042146921525
304,5.0,4750,-3.5,0.20392474629615231,0.38619602636306444
305,3.5,5000,-3.5,0.5648346354543189,0.23731888491735378
306,4.0,5000,-3.5,0.4482308025655476,0.31998054287653444
307,4.5,5000,-3.5,0.3547875218869905,0.35977878354262804
308,5.0,5000,-3.5,0.2806715940011879,0.3772338241088895
309,3.5,5250,-3.5,0.6123919287561685,0.1974689818011827
310,4.0,5250,-3.5,0.49198894577234353,0.30054207933972615
311,4.5,5250,-3.5,0.39467189468569264,0.3571837231154703
312,5.0,5250,-3.5,0.3179636338018076,0.3818243542451469
313,3.5,5500,-3.5,0.47656537481480504,0.2591733312038696
314,4.0,5500,-3.5,0.4365821464819798,0.29034690252181716
315,4.5,5500,-3.5,0.3983384820727163,0.3128175197733191
316,5.0,5500,-3.5,0.35788915770451113,0.3314185790167721
317,3.5,5750,-3.5,0.4786181992990065,0.25785224223723335
318,4.0,5750,-3.5,0.44060183471102055,0.2890507761799219
319,4.5,5750,-3.5,0.406700898344984,0.31047802504646516
320,5.0,5750,-3.5,0.3703612242440287,0.3287767011888786
321,3.5,6000,-3.5,0.480685138043494,0.2535174120061693
322,4.0,6000,-3.5,0.44364234471316855,0.28628330898779514
323,4.5,6000,-3.5,0.41231160543104367,0.3088847264332925
324,5.0,6000,-3.5,0.3800309752099907,0.32768243082059595
325,3.5,6250,-3.5,0.4783334152594323,0.2511927456900576
326,4.0,6250,-3.5,0.4436937941115353,0.28297270930885066
327,4.5,6250,-3.5,0.414505610948006,0.30767150849122843
